site_id,longitude,latitude,year,country,class_id,class_name,role,split,block_id,fold_id,qc_keep,qc_flag,w_rel
P-33,68.77232,42.881474,2017.0,KAZ,1.0,Cropland,exact_year,test,66_49,-1.0,True,,1.0
P-34,68.774143,42.876581,2017.0,KAZ,1.0,Cropland,exact_year,test,66_49,-1.0,True,,1.0
P-35,68.768916,42.875608,2017.0,KAZ,1.0,Cropland,exact_year,test,66_49,-1.0,True,,1.0
P-36,68.761968,42.874398,2017.0,KAZ,1.0,Cropland,exact_year,test,66_49,-1.0,True,,1.0
P-37,68.55849,40.66662,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_47,3.0,True,,1.0
P-38,68.56395,40.66656,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_47,3.0,True,,1.0
P-39,68.56939,40.66643,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_47,3.0,True,,1.0
P-40,68.569483,40.670641,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_47,3.0,True,,1.0
P-41,68.56978,40.67491,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_47,3.0,True,,1.0
P-42,68.5641,40.67508,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_47,3.0,True,,1.0
P-43,68.55833,40.67505,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_47,3.0,True,,1.0
P-44,68.55804,40.67086,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_47,3.0,True,,1.0
P-45,68.564328,40.670726,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_47,3.0,True,,1.0
P-46,68.1991,40.99618,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-47,68.20414,40.99467,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-48,68.20926,40.99319,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-49,68.20074,41.00146,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-50,68.20195,41.00494,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-51,68.20747,41.00341,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-52,68.21275,41.00203,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-53,68.20676,40.99845,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-54,68.21125,40.9971,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-55,68.053158,41.954554,2017.0,KAZ,3.0,Grassland,exact_year,traindev,65_48,3.0,True,,1.0
P-56,68.053078,41.959708,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-57,68.052749,41.963838,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-58,68.05961,41.963805,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-59,68.06545,41.963947,2017.0,KAZ,3.0,Grassland,exact_year,traindev,65_48,3.0,True,,1.0
P-60,68.05942,41.95986,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-61,68.065244,41.959875,2017.0,KAZ,3.0,Grassland,exact_year,traindev,65_48,3.0,True,,1.0
P-62,68.065592,41.954804,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-63,68.059657,41.95456,2017.0,KAZ,3.0,Grassland,exact_year,traindev,65_48,3.0,True,,1.0
P-64,68.01996,41.497987,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-65,68.019174,41.502281,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-66,68.02533,41.49854,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-67,68.02454,41.50251,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-68,68.02367,41.50712,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-69,68.0193,41.50657,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-70,68.01487,41.49725,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-71,68.01402,41.5019,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-72,68.013193,41.50571,2017.0,KAZ,1.0,Cropland,exact_year,traindev,65_48,3.0,True,,1.0
P-73,70.170314,42.538206,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-74,70.169377,42.547636,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-75,70.167374,42.543966,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-76,70.164767,42.539573,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-77,70.176341,42.536238,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-78,70.172974,42.542342,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-79,70.179167,42.54067,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-80,70.181077,42.544565,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-81,70.175488,42.546067,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-82,70.053337,42.555075,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-83,70.047129,42.555895,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-84,70.041039,42.556975,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-85,70.042462,42.561612,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-86,70.043683,42.565475,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-87,70.049915,42.564693,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-88,70.048497,42.560857,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-89,70.054776,42.559813,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-90,70.05584,42.56409,2017.0,KAZ,1.0,Cropland,exact_year,traindev,67_49,1.0,True,,1.0
P-91,68.786125,41.182898,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_48,3.0,True,,1.0
P-92,68.79165,41.18062,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_48,3.0,True,,1.0
P-93,68.79624,41.17883,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_48,3.0,True,,1.0
P-94,68.789099,41.187004,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_48,3.0,True,,1.0
P-95,68.79482,41.184679,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_48,3.0,True,,1.0
P-96,68.79905,41.182966,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_48,3.0,True,,1.0
P-97,68.791507,41.190289,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_48,3.0,True,,1.0
P-98,68.797569,41.188388,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_48,3.0,True,,1.0
P-99,68.80204,41.186722,2017.0,KAZ,1.0,Cropland,exact_year,traindev,66_48,3.0,True,,1.0
P11.3,64.471316,45.141391,2017.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P11.1,64.472048,45.142136,2017.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P16.1,64.611068,45.115906,2017.0,KAZ,5.0,Bare,exact_year,traindev,62_51,0.0,True,,1.0
P12.4,64.611512,45.11642,2017.0,KAZ,5.0,Bare,exact_year,traindev,62_51,0.0,True,,1.0
P16.3,64.968166,45.088415,2017.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P12.3,65.021796,45.121755,2017.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P11.5,65.021918,45.121267,2017.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P12.1,65.022859,45.121012,2017.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P15.3,65.155129,45.028888,2017.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P14.1,65.156803,45.028364,2017.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P8.1,65.320664,44.991334,2017.0,KAZ,5.0,Bare,exact_year,traindev,63_51,2.0,True,,1.0
P14.2,65.321291,44.992295,2017.0,KAZ,4.0,Shrubland,exact_year,traindev,63_51,2.0,True,,1.0
P1.3,65.158213,44.774809,2017.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P1.2,65.159025,44.77539,2017.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P1.4,65.159358,44.774467,2017.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P24.3,65.117752,44.719055,2017.0,KAZ,5.0,Bare,exact_year,traindev,62_51,0.0,True,,1.0
P25.2,65.118352,44.718171,2017.0,KAZ,5.0,Bare,exact_year,traindev,62_51,0.0,True,,1.0
P27.1,65.040261,44.691329,2017.0,KAZ,5.0,Bare,exact_year,traindev,62_51,0.0,True,,1.0
P24.1,64.786902,44.658265,2017.0,KAZ,5.0,Bare,exact_year,traindev,62_51,0.0,True,,1.0
P25.4,64.737864,44.705734,2017.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P3.4,64.622177,44.787232,2017.0,KAZ,5.0,Bare,exact_year,traindev,62_51,0.0,True,,1.0
P5.3,64.388604,44.838178,2017.0,KAZ,5.0,Bare,exact_year,traindev,62_51,0.0,True,,1.0
P4.2,64.34154,44.866342,2017.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P7.3,64.341601,44.867363,2017.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P7.4,64.341915,44.866957,2017.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P4.1,64.342646,44.86638,2017.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
S100,62.432698,45.865541,2018.0,KAZ,3.0,Grassland,exact_year,traindev,60_52,1.0,True,,1.0
S101,61.454193,45.688291,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S102,61.454763,45.681883,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S103,61.452167,45.678132,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S104,61.452214,45.670952,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S105,61.483394,45.70324,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S106,61.365863,45.690985,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S107,61.37419,45.695488,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S108,61.449336,45.675618,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S109,61.449349,45.665165,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S110,61.43742,45.664809,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S111,61.664615,45.664615,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S112,61.385851,45.664302,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
S113,61.388372,45.675844,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S114,61.772175,46.673104,2018.0,KAZ,5.0,Bare,exact_year,traindev,59_53,3.0,True,,1.0
S115,61.883776,46.440852,2018.0,KAZ,5.0,Bare,exact_year,traindev,59_53,3.0,True,,1.0
S116,61.889437,46.153647,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S117,61.84014,46.130246,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S118,61.787843,46.12412,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S119,61.621032,46.156759,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S120,61.488225,46.102496,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S121,61.457091,46.088794,2018.0,KAZ,4.0,Shrubland,exact_year,test,59_52,-1.0,True,,1.0
S122,61.43631,46.082372,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
S123,61.396386,46.058205,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S124,60.893604,45.588539,2018.0,KAZ,3.0,Grassland,exact_year,traindev,58_52,1.0,True,,1.0
S125,60.912059,45.608637,2018.0,KAZ,5.0,Bare,exact_year,traindev,58_52,1.0,True,,1.0
S126,60.928608,45.624813,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,58_52,1.0,True,,1.0
S127,60.9836,45.648156,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,58_52,1.0,True,,1.0
S128,60.987777,45.656316,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,58_52,1.0,True,,1.0
S129,61.018802,45.657462,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,58_52,1.0,True,,1.0
S130,61.213133,45.725247,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
S131,61.221228,45.754821,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S132,61.257944,45.815325,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S133,61.267256,45.847397,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S134,61.268779,45.945191,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
S135,61.408545,45.958791,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
S136,61.4392,45.934043,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S137,61.640083,45.706991,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S138,61.656511,45.706872,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S139,61.690685,45.707922,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S140,61.676922,45.7079,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S141,61.688349,45.721505,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S142,61.673972,45.732419,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S143,61.655916,45.743866,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S144,61.752188,45.545714,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S145,61.739546,45.547237,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S146,61.722643,45.548978,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S147,61.767639,45.544403,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
S148,61.757422,45.565676,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S149,61.743173,45.565264,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S150,61.734344,45.564374,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S151,61.767153,45.577415,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S152,61.906489,45.590993,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
S153,61.901568,45.580822,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S154,61.881119,45.564719,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S155,61.874661,45.558671,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S156,61.88651,45.558396,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S157,61.904917,45.573746,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S158,61.931555,45.587044,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S159,61.943613,45.589958,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S160,61.970334,45.590653,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S161,61.998567,45.591335,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S162,61.997365,45.608845,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S163,61.991264,45.622195,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S164,61.970112,45.624033,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S165,61.965352,45.615422,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
S166,61.952144,45.783989,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S167,61.915414,45.8027,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S168,61.88539,45.80086,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S169,61.888777,45.811994,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S170,61.912966,45.816287,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S171,61.941241,45.816371,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S172,61.935034,45.821269,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S173,61.950064,45.830678,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S174,62.012204,45.7856,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S175,61.913151,45.781601,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S176,61.913502,45.763782,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S177,61.91128,45.751325,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S178,61.911152,45.744255,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S179,61.927409,45.869051,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S180,61.913811,45.886368,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S181,61.906084,45.882661,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S182,61.90628,45.866769,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S183,61.92433,45.857752,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S184,61.922398,45.877203,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S185,62.197652,45.782212,2018.0,KAZ,3.0,Grassland,exact_year,traindev,60_52,1.0,True,,1.0
S186,62.199578,45.793042,2018.0,KAZ,1.0,Cropland,exact_year,traindev,60_52,1.0,True,,1.0
S187,62.214335,45.786472,2018.0,KAZ,1.0,Cropland,exact_year,traindev,60_52,1.0,True,,1.0
S188,62.21717,45.801288,2018.0,KAZ,5.0,Bare,exact_year,traindev,60_52,1.0,True,,1.0
S189,62.22047,45.776913,2018.0,KAZ,3.0,Grassland,exact_year,traindev,60_52,1.0,True,,1.0
S190,62.174544,45.788225,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S191,62.172134,45.771873,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
S192,62.153997,45.751265,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
S193,62.141001,45.74614,2018.0,KAZ,1.0,Cropland,exact_year,test,59_52,-1.0,True,,1.0
P1,66.963055,39.710277,2018.0,UZB,1.0,Cropland,exact_year,traindev,64_46,2.0,True,,1.0
P2,66.885555,39.782222,2018.0,UZB,1.0,Cropland,exact_year,traindev,64_46,2.0,True,,1.0
P3,66.7823361,39.8620116,2018.0,UZB,1.0,Cropland,exact_year,traindev,64_46,2.0,True,,1.0
P4,66.651666,39.915555,2018.0,UZB,7.0,Built,exact_year,traindev,64_46,2.0,True,,1.0
P5,66.2925,39.921111,2018.0,UZB,7.0,Built,exact_year,traindev,63_46,2.0,True,,1.0
P6,65.995,39.949444,2018.0,UZB,1.0,Cropland,exact_year,traindev,63_47,1.0,True,,1.0
P7,65.74,40.014722,2018.0,UZB,1.0,Cropland,exact_year,traindev,63_47,1.0,True,,1.0
P8,65.153333,40.124166,2018.0,UZB,5.0,Bare,exact_year,traindev,62_47,2.0,True,,1.0
P9,64.973611,40.0925,2018.0,UZB,3.0,Grassland,exact_year,traindev,62_47,2.0,True,,1.0
P11,65.002777,39.617777,2018.0,UZB,4.0,Shrubland,exact_year,test,62_46,-1.0,True,,1.0
P12,64.840555,39.493611,2018.0,UZB,5.0,Bare,exact_year,test,62_46,-1.0,True,,1.0
P13,64.889722,39.4675,2018.0,UZB,1.0,Cropland,exact_year,test,62_46,-1.0,True,,1.0
P14,64.921389,39.45,2018.0,UZB,1.0,Cropland,exact_year,test,62_46,-1.0,True,,1.0
P15,65.513055,39.092777,2018.0,UZB,1.0,Cropland,exact_year,traindev,63_46,2.0,True,,1.0
P16,65.659444,38.986666,2018.0,UZB,1.0,Cropland,exact_year,traindev,63_46,2.0,True,,1.0
P17,65.709722,38.947222,2018.0,UZB,3.0,Grassland,exact_year,traindev,63_46,2.0,True,,1.0
P18,65.985083,38.853055,2018.0,UZB,1.0,Cropland,exact_year,traindev,63_45,3.0,True,,1.0
P19,66.163139,38.832444,2018.0,UZB,1.0,Cropland,exact_year,traindev,63_45,3.0,True,,1.0
P20,66.295833,38.863888,2018.0,UZB,1.0,Cropland,exact_year,traindev,63_45,3.0,True,,1.0
P21,66.411389,38.9,2018.0,UZB,1.0,Cropland,exact_year,traindev,64_45,4.0,True,,1.0
P22,66.478611,38.919722,2018.0,UZB,1.0,Cropland,exact_year,traindev,64_46,2.0,True,,1.0
P23,66.514722,38.9275,2018.0,UZB,1.0,Cropland,exact_year,traindev,64_46,2.0,True,,1.0
P24,66.584444,38.935277,2018.0,UZB,1.0,Cropland,exact_year,traindev,64_46,2.0,True,,1.0
P25,66.638889,38.968333,2018.0,UZB,1.0,Cropland,exact_year,traindev,64_46,2.0,True,,1.0
P26,66.795555,39.0125,2018.0,UZB,1.0,Cropland,exact_year,traindev,64_46,2.0,True,,1.0
P27,66.82,39.113611,2018.0,UZB,1.0,Cropland,exact_year,traindev,64_46,2.0,True,,1.0
P28,66.888333,39.146944,2018.0,UZB,1.0,Cropland,exact_year,traindev,64_46,2.0,True,,1.0
P29,67.015833,39.512222,2018.0,UZB,1.0,Cropland,exact_year,traindev,64_46,2.0,True,,1.0
P30,67.009166,39.544444,2018.0,UZB,1.0,Cropland,exact_year,traindev,64_46,2.0,True,,1.0
P32,67.312777,39.6975,2018.0,UZB,1.0,Cropland,exact_year,traindev,64_46,2.0,True,,1.0
P33,67.878333,40.068333,2018.0,UZB,1.0,Cropland,exact_year,traindev,65_47,3.0,True,,1.0
P208,61.110177,46.075064,2018.0,KAZ,5.0,Bare,exact_year,traindev,58_52,1.0,True,,1.0
P209,61.110338,46.075073,2018.0,KAZ,5.0,Bare,exact_year,traindev,58_52,1.0,True,,1.0
P210,61.217261,46.126219,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
P211,61.217496,46.12624,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
P212,61.318549,46.14812,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
P213,61.318569,46.147954,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
P214,61.445772,46.138357,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
P215,61.44579,46.138218,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
P216,61.565543,46.127243,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
P217,61.565794,46.127342,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
P218,61.670128,46.141887,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
P219,61.670145,46.141738,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
P220,61.799332,46.122731,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
P221,61.79938,46.122579,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
P222,61.902041,46.163787,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
P223,61.909045,46.168314,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
P224,62.000259,46.210919,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
P225,62.000486,46.210839,2018.0,KAZ,3.0,Grassland,exact_year,test,59_52,-1.0,True,,1.0
P226,62.07677,46.158712,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
P227,62.076531,46.158629,2018.0,KAZ,5.0,Bare,exact_year,test,59_52,-1.0,True,,1.0
P228,64.101243,45.270019,2018.0,KAZ,3.0,Grassland,exact_year,traindev,61_52,4.0,True,,1.0
P229,64.155123,45.190225,2018.0,KAZ,1.0,Cropland,exact_year,traindev,61_51,4.0,True,,1.0
P230,64.155087,45.190057,2018.0,KAZ,1.0,Cropland,exact_year,traindev,61_51,4.0,True,,1.0
P231,64.220242,45.105998,2018.0,KAZ,1.0,Cropland,exact_year,traindev,61_51,4.0,True,,1.0
P232,64.220219,45.105931,2018.0,KAZ,1.0,Cropland,exact_year,traindev,61_51,4.0,True,,1.0
P233,64.345623,45.0563,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P234,64.433656,45.028018,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P235,64.43363,45.028218,2018.0,KAZ,4.0,Shrubland,exact_year,traindev,62_51,0.0,True,,1.0
P236,64.538722,44.984105,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P237,64.538783,44.983821,2018.0,KAZ,1.0,Cropland,exact_year,traindev,62_51,0.0,True,,1.0
P238,64.645113,44.938117,2018.0,KAZ,5.0,Bare,exact_year,traindev,62_51,0.0,True,,1.0
